,term_name,rank,p_value,z_score,combined_score,adj_p_value,genes,n_genes,db,significant,sample_id,direction
30756,regulation of steroid metabolic process (go:0019218),1643,0.3288474562843451,2.6138666666666666,2.9070413355194438,0.4642999374881345,APOE,1,GO_Biological_Process_2023,False,GVD_Late,up
30761,lipid catabolic process (go:0016042),1648,0.3288474562843451,2.6138666666666666,2.9070413355194438,0.4642999374881345,HSD11B1,1,GO_Biological_Process_2023,False,GVD_Late,up
30782,positive regulation of t cell differentiation (go:0045582),1669,0.33932656808289857,1.687252026910471,1.8235690117109664,0.4733443465244328,"HLA-G,PNP",2,GO_Biological_Process_2023,False,GVD_Late,up
30785,fc receptor mediated stimulatory signaling pathway (go:0002431),1672,0.3414783660293583,2.489269841269841,2.6746481356830465,0.4733443465244328,FCER1G,1,GO_Biological_Process_2023,False,GVD_Late,up
30791,regulation of regulatory t cell differentiation (go:0045589),1678,0.3414783660293583,2.489269841269841,2.6746481356830465,0.4733443465244328,HLA-G,1,GO_Biological_Process_2023,False,GVD_Late,up
30796,membrane protein ectodomain proteolysis (go:0006509),1683,0.3414783660293583,2.489269841269841,2.6746481356830465,0.4733443465244328,PRTN3,1,GO_Biological_Process_2023,False,GVD_Late,up
30813,negative regulation of endopeptidase activity (go:0010951),1700,0.3530131869122044,1.6343582887700534,1.7017753492673489,0.4816936134817284,"SORL1,VTN",2,GO_Biological_Process_2023,False,GVD_Late,up
30815,regulation of cholesterol metabolic process (go:0090181),1702,0.35387218533086023,2.376,2.4682351068928945,0.4816936134817284,APOE,1,GO_Biological_Process_2023,False,GVD_Late,up
30817,regulation of interleukin-4 production (go:0032673),1704,0.35387218533086023,2.376,2.4682351068928945,0.4816936134817284,FCER1G,1,GO_Biological_Process_2023,False,GVD_Late,up
30822,cellular lipid catabolic process (go:0044242),1709,0.35387218533086023,2.376,2.4682351068928945,0.4816936134817284,PLD1,1,GO_Biological_Process_2023,False,GVD_Late,up
30823,cholesterol efflux (go:0033344),1710,0.35387218533086023,2.376,2.4682351068928945,0.4816936134817284,APOE,1,GO_Biological_Process_2023,False,GVD_Late,up
30832,positive regulation of protein targeting to membrane (go:0090314),1719,0.35387218533086023,2.376,2.4682351068928945,0.4816936134817284,CIB1,1,GO_Biological_Process_2023,False,GVD_Late,up
30833,protein n-linked glycosylation via asparagine (go:0018279),1720,0.35387218533086023,2.376,2.4682351068928945,0.4816936134817284,UGGT2,1,GO_Biological_Process_2023,False,GVD_Late,up
30839,fc-gamma receptor signaling pathway (go:0038094),1726,0.3660333529651758,2.2725797101449277,2.2840126528124545,0.4902755310573555,FCER1G,1,GO_Biological_Process_2023,False,GVD_Late,up
30840,acylglycerol homeostasis (go:0055090),1727,0.3660333529651758,2.2725797101449277,2.2840126528124545,0.4902755310573555,APOE,1,GO_Biological_Process_2023,False,GVD_Late,up
30864,aerobic electron transport chain (go:0019646),1751,0.3665996952353273,1.5846702317290553,1.590192450784348,0.490753675403545,"COX6A1,SDHAF2",2,GO_Biological_Process_2023,False,GVD_Late,up
30865,nitrogen compound transport (go:0071705),1752,0.3673640355770355,1.3163589639548252,1.3182044992281257,0.4914961754523809,"ABCD1,HBA1,HSP90B1,RILP",4,GO_Biological_Process_2023,False,GVD_Late,up
30886,mitochondrial atp synthesis coupled electron transport (go:0042775),1773,0.3800745723066318,1.5379050015728217,1.487750540083139,0.5020196940290558,"COX6A1,SDHAF2",2,GO_Biological_Process_2023,False,GVD_Late,up
30897,acute inflammatory response (go:0002526),1784,0.3896750748112022,2.09056,1.9702316073590584,0.5060378810844642,ELANE,1,GO_Biological_Process_2023,False,GVD_Late,up
30920,cholesterol homeostasis (go:0042632),1807,0.39342729012019506,1.4938120702826585,1.3935160423314812,0.5100628141823768,"APOE,CAV1",2,GO_Biological_Process_2023,False,GVD_Late,up
30935,regulation of chemotaxis (go:0050920),1822,0.41243741116127064,1.9355061728395062,1.714221329996507,0.5248389206091305,ELANE,1,GO_Biological_Process_2023,False,GVD_Late,up
30940,regulation of nitric-oxide synthase activity (go:0050999),1827,0.41243741116127064,1.9355061728395062,1.714221329996507,0.5248389206091305,APOE,1,GO_Biological_Process_2023,False,GVD_Late,up
30941,regulation of protein targeting to membrane (go:0090313),1828,0.41243741116127064,1.9355061728395062,1.714221329996507,0.5248389206091305,CIB1,1,GO_Biological_Process_2023,False,GVD_Late,up
30943,establishment of endothelial barrier (go:0061028),1830,0.41243741116127064,1.9355061728395062,1.714221329996507,0.5248389206091305,PECAM1,1,GO_Biological_Process_2023,False,GVD_Late,up
30948,negative regulation of type ii interferon production (go:0032689),1835,0.41243741116127064,1.9355061728395062,1.714221329996507,0.5248389206091305,GAS6,1,GO_Biological_Process_2023,False,GVD_Late,up
30949,phospholipid catabolic process (go:0009395),1836,0.41243741116127064,1.9355061728395062,1.714221329996507,0.5248389206091305,PLD1,1,GO_Biological_Process_2023,False,GVD_Late,up
31002,endodermal cell differentiation (go:0035987),1889,0.44500310551626143,1.7416888888888888,1.4102002410373933,0.5498187013600346,VTN,1,GO_Biological_Process_2023,False,GVD_Late,up
31011,glycoprotein biosynthetic process (go:0009101),1898,0.44543759124688814,1.3400521047579872,1.0836976297091407,0.5498187013600346,"CHST12,ST3GAL4",2,GO_Biological_Process_2023,False,GVD_Late,up
31012,positive regulation of immune response (go:0050778),1899,0.44543759124688814,1.3400521047579872,1.0836976297091407,0.5498187013600346,"PYCARD,TGFB2",2,GO_Biological_Process_2023,False,GVD_Late,up
31025,glycosphingolipid metabolic process (go:0006687),1912,0.45545322333955024,1.6854193548387097,1.325518715786408,0.5563222279874444,GALC,1,GO_Biological_Process_2023,False,GVD_Late,up
31028,intracellular ph reduction (go:0051452),1915,0.45545322333955024,1.6854193548387097,1.325518715786408,0.5563222279874444,TCIRG1,1,GO_Biological_Process_2023,False,GVD_Late,up
31033,inflammatory response (go:0006954),1920,0.45712709534613133,1.1314337055576948,0.8856793110635578,0.558075995568402,"AZU1,NFAM1,ORM1,STAT3,TLR2",5,GO_Biological_Process_2023,False,GVD_Late,up
31054,regulation of activated t cell proliferation (go:0046006),1941,0.46570708737327904,1.6326666666666667,1.247681271308867,0.5623994913977156,PYCARD,1,GO_Biological_Process_2023,False,GVD_Late,up
31065,superoxide metabolic process (go:0006801),1952,0.4757683735155442,1.5831111111111111,1.175973170921077,0.5688843071773946,NQO1,1,GO_Biological_Process_2023,False,GVD_Late,up
31082,endoderm formation (go:0001706),1969,0.4856406892566225,1.536470588235294,1.1097715809982502,0.5752105990993043,VTN,1,GO_Biological_Process_2023,False,GVD_Late,up
31087,macrophage activation (go:0042116),1974,0.4856406892566225,1.536470588235294,1.1097715809982502,0.5752105990993043,AZU1,1,GO_Biological_Process_2023,False,GVD_Late,up
31099,negative regulation of t cell proliferation (go:0042130),1986,0.49532757436957203,1.492495238095238,1.0485315881456683,0.5834411227750135,HLA-G,1,GO_Biological_Process_2023,False,GVD_Late,up
31130,regulation of nitric oxide biosynthetic process (go:0045428),2017,0.5233100611466054,1.3744561403508773,0.8900718734832459,0.605149868439883,CAV1,1,GO_Biological_Process_2023,False,GVD_Late,up
31141,cytoplasmic translation (go:0002181),2028,0.5243183424278174,1.147852147852148,0.7411179195485075,0.6057181836622987,"EIF4A2,RPL22L1",2,GO_Biological_Process_2023,False,GVD_Late,up
31173,supramolecular fiber organization (go:0097435),2060,0.5474160483365245,1.0103225806451612,0.6087659968053335,0.622513065577642,"B2M,CIB1,GSN,RHOF,TGFB2,TMOD2",6,GO_Biological_Process_2023,False,GVD_Late,up
31185,epithelium development (go:0060429),2072,0.5556863676703248,1.0372139268149778,0.6094163193158145,0.6275708528476297,"DHRS9,KANK2,LGALS3",3,GO_Biological_Process_2023,False,GVD_Late,up
31202,bone development (go:0060348),2089,0.5665506814925872,1.2143255813953489,0.6899661199476605,0.6335853041119391,PPIB,1,GO_Biological_Process_2023,False,GVD_Late,up
31207,positive regulation of leukocyte cell-cell adhesion (go:1903039),2094,0.5665506814925872,1.2143255813953489,0.6899661199476605,0.6335853041119391,PYCARD,1,GO_Biological_Process_2023,False,GVD_Late,up
31210,regulation of protein secretion (go:0050708),2097,0.5743387724095737,1.0440641711229945,0.5789710239937396,0.6402745984788256,"APOE,TGFB2",2,GO_Biological_Process_2023,False,GVD_Late,up
31215,zymogen activation (go:0031638),2102,0.5747174723547137,1.1866666666666668,0.6572670308192441,0.6402745984788256,CTSL,1,GO_Biological_Process_2023,False,GVD_Late,up
31233,mitochondrion organization (go:0007005),2120,0.5900670191748231,0.9846223885881936,0.519407172107504,0.6502354123158257,"HIGD1A,MCL1,TIMM17A",3,GO_Biological_Process_2023,False,GVD_Late,up
31240,positive regulation of smooth muscle cell proliferation (go:0048661),2127,0.5905935122953895,1.1349565217391304,0.5976990826127262,0.6502354123158257,ELANE,1,GO_Biological_Process_2023,False,GVD_Late,up
31250,fatty acid beta-oxidation (go:0006635),2137,0.6058784056171705,1.0875555555555556,0.5449479482324127,0.6633250736882988,ECI2,1,GO_Biological_Process_2023,False,GVD_Late,up
31278,fatty acid oxidation (go:0019395),2165,0.6277451488056448,1.0234248366013072,0.47652810493368325,0.6793327002772076,ECI2,1,GO_Biological_Process_2023,False,GVD_Late,up
31336,protein n-linked glycosylation (go:0006487),2223,0.7037602542817943,0.8279788359788359,0.290883478487616,0.7420665929089185,UGGT2,1,GO_Biological_Process_2023,False,GVD_Late,up
31381,calcium ion transmembrane transport (go:0070588),2268,0.781582703057851,0.659746835443038,0.16258425528967396,0.8074173009993842,GAS6,1,GO_Biological_Process_2023,False,GVD_Late,up
31397,cellular respiration (go:0045333),2284,0.8014345226651202,0.6203174603174603,0.1373085128103982,0.8203329786580968,COX6A1,1,GO_Biological_Process_2023,False,GVD_Late,up
31399,integrin-mediated signaling pathway (go:0007229),2286,0.8014345226651202,0.6203174603174603,0.1373085128103982,0.8203329786580968,PRAM1,1,GO_Biological_Process_2023,False,GVD_Late,up
31408,mitochondrial respiratory chain complex assembly (go:0033108),2295,0.8194863655260123,0.5853183520599251,0.11652372505404911,0.8366184846659289,SDHAF2,1,GO_Biological_Process_2023,False,GVD_Late,up
31439,response to cytokine (go:0034097),2326,0.9074319057452868,0.41935483870967744,0.04073476640153598,0.9144541646891453,MCL1,1,GO_Biological_Process_2023,False,GVD_Late,up
31447,protein glycosylation (go:0006486),2334,0.9392028408789191,0.35576255707762555,0.022314781301612276,0.9432268461954526,ST3GAL4,1,GO_Biological_Process_2023,False,GVD_Late,up
31449,peptide biosynthetic process (go:0043043),2336,0.9507372404622587,0.3306496815286624,0.016703612732049757,0.9539931899158965,EEF1A1P5,1,GO_Biological_Process_2023,False,GVD_Late,up
31458,granulocyte-macrophage progenitor cell (gmp) - bone marrow,1,3.276788367110654e-16,14.097629680522157,502.64390504167955,1.9201979831268432e-13,"AZU1,CALR,CEBPE,CFD,CLEC11A,COL23A1,CTSG,ELANE,EPX,FCGR1A,LRG1,MPO,NFAM1,PPP1R27,PRG2,PRTN3,RGCC,RNASE3,S100P,STAR,TLR2",21,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31459,promyelocyte - bone marrow,2,3.396995899731175e-14,12.840785696994848,398.235136742256,9.953197986212343e-12,"AZU1,CEBPE,CFD,COL23A1,CTSG,ELANE,EPX,FCGR1A,LRG1,MPO,NFAM1,PRG2,PRTN3,RNASE3,S100P,SLPI,STAR,TESC,TLR2",19,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31460,eosinophil - bone marrow,3,7.348913976359071e-13,11.557739073282944,322.912292213753,1.4354878633821386e-10,"AZU1,CEBPE,COL23A1,CTSG,ELANE,EPX,FCGR1A,GATA2,HBA1,MLC1,MPO,NFAM1,PRG2,PRTN3,RNASE3,S100P,STAR,TESC",18,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31461,basophil - bone marrow,4,9.900130721378975e-12,10.633912848589633,269.4471152433598,1.1602953205456158e-09,"AZU1,CEBPE,COL23A1,CTSG,ELANE,EPX,FCGR1A,GATA2,HBA1,MPO,NFAM1,PRG2,PRTN3,RNASE3,S100P,STAR,TESC",17,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31462,mast cell - bone marrow,5,9.900130721378975e-12,10.633912848589633,269.4471152433598,1.1602953205456158e-09,"AZU1,CA2,CEBPE,COL23A1,CTSG,ELANE,EPX,FCGR1A,GATA2,MLC1,MPO,NFAM1,PRG2,PRTN3,RNASE3,STAR,TESC",17,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31463,inh l1 pax6 mir101-1 - brain,6,6.158823798348975e-08,7.860680347912218,130.50926379888097,5.155815351189285e-06,"B2M,CD59,CTSA,CTSD,GNS,GRN,HLA-A,HLA-B,HLA-C,MFSD1,SCPEP1,SIPA1,TCIRG1",13,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31464,inh l2 pax6 frem2 - brain,7,6.158823798348975e-08,7.860680347912218,130.50926379888097,5.155815351189285e-06,"B2M,CAV1,CD59,HLA-B,HLA-C,IGFBP7,LGALS3,MSRB3,MT1E,MT2A,RAB31,S100A13,WLS",13,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31465,megakaryocyte-erythroid progenitor cell - bone marrow,8,5.047712922016421e-06,6.19521268925739,75.56037808876586,0.0003697449715377028,"CD244,EPX,GATA2,MLC1,NFE2,PRG2,PRSS57,PRTN3,SMIM24,TESC,ZBTB16",11,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31466,cd8alpha-positive thymic conventional dendritic cell - thoracic thymus,9,3.9999370051550364e-05,5.3885853066180935,54.56830043569194,0.002604403427800946,"CD68,CDK14,ENTPD1,ESAM,LILRA2,LYL1,MZB1,NFAM1,RGCC,SPI1",10,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31467,myelocyte - bone marrow,10,0.00012152355086289875,5.206373652410852,46.9375539362133,0.0055210524785837736,"ANXA3,CDA,CEBPE,EPX,HBA1,NFAM1,ORM1,S100P,SLPI",9,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31468,hofbauer cell - placenta,11,0.000131111649771631,5.15012745011866,46.03936507892551,0.0055210524785837736,"ACTG1,APOE,CD68,CTSD,LGALS3BP,MAN2B1,PLEKHB2,SIPA1,TOR1B",9,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31469,"cd14-positive, cd16-low monocyte - spleen",12,0.000131111649771631,5.15012745011866,46.03936507892551,0.0055210524785837736,"CDA,CEBPD,CFD,FCGR1A,GOLM1,MRAS,NFAM1,SPI1,TLR2",9,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31470,endothelial cell - uterus,13,0.00014132386890572797,5.095077975534814,45.1650963594858,0.0055210524785837736,"BASP1,EGFL7,ESAM,GAS6,GATA2,GRK2,GSN,KANK2,SH2D3C",9,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31471,cd14-positive monocyte - blood,14,0.00014132386890572797,5.095077975534814,45.1650963594858,0.0055210524785837736,"BST1,CDA,CEBPD,FCGR1A,LILRA2,NFAM1,SPI1,TLR2,TYROBP",9,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31472,cd14-positive monocyte - bone marrow,15,0.00014132386890572797,5.095077975534814,45.1650963594858,0.0055210524785837736,"CD68,CDA,FCGR1A,LGALS3,NFAM1,PTPRJ,S100P,TLR2,TYROBP",9,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31473,"cd14-low, cd16-positive monocyte - blood",16,0.00017602713985854712,4.936739796061687,42.67748546614802,0.006067759056300507,"CD68,CDA,EMILIN2,FCER1G,LILRA2,NFAM1,PYCARD,THEMIS2,TYROBP",9,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31474,neutrophil - blood,17,0.00017602713985854712,4.936739796061687,42.67748546614802,0.006067759056300507,"CDA,LILRA2,LRG1,NFAM1,ORM1,PRAM1,SLPI,TLR2,TYROBP",9,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31475,"dendritic cell, human - spleen",18,0.0006399883770277694,4.565451145395045,33.57460412783533,0.01626149035147075,"BLVRA,CTNND1,FCER1G,FNDC3B,LGALS3,PLD1,THEMIS2,TLR2",8,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31476,dendritic cell - pancreas,19,0.0006399883770277694,4.565451145395045,33.57460412783533,0.01626149035147075,"CD84,FCGR1A,NFAM1,PECAM1,PRAM1,RENBP,SPI1,TYROBP",8,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31477,b cell (including plasma cells) - placenta,20,0.0006832972041563042,4.516651248843663,32.919976885473076,0.01626149035147075,"BCR,CD59,FBN2,GNE,RENBP,SERINC5,ST3GAL4,UCK2",8,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31478,monocyte-derived dc - spleen,21,0.0006832972041563042,4.516651248843663,32.919976885473076,0.01626149035147075,"CEBPD,CFD,FCER1G,FCGR1A,MRAS,NFAM1,THEMIS2,TLR2",8,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31479,valve interstitial cell - heart,22,0.0006832972041563042,4.516651248843663,32.919976885473076,0.01626149035147075,"ACSS2,AK1,EXT2,GAS6,GSN,LAMC1,PRKCI,RAB31",8,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31480,wide field cell - eye,23,0.0007289372399703558,4.4688787185354695,32.28283540258892,0.01626149035147075,"ARFGAP3,CRELD1,HSP90B1,LMAN2,OS9,PLIN3,PPIB,SRPRA",8,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31481,exc l5 fezf2 nrep-as1 - brain,24,0.0007289372399703558,4.4688787185354695,32.28283540258892,0.01626149035147075,"CDC20,ENTPD1,FBN2,FNDC3B,LAMC1,MRC2,RAI14,RRM2",8,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
31482,hematopoietic multipotent progenitor cell - bone marrow,25,0.0007289372399703558,4.4688787185354695,32.28283540258892,0.01626149035147075,"CD244,MPO,PRAM1,PRSS57,RASGRP2,SMIM24,SORL1,SPI1",8,HuBMAP_ASCTplusB_augmented_2022,True,GVD_Late,up
